gene,entrez,rho,p,chr,start,end,cytoband,on_19p13_3,dist_to_LONP1_Mb,rank
SAFB2,9667,0.3640855520781807,1.206630168989651e-10,19,5586981.0,5624046.0,19p13.3,True,-0.104864,247
PRDX4,10549,0.3639731637434288,1.2237223749514967e-10,X,23664262.0,23700980.0,Xp22.11,False,,248
RPL15,6138,0.3638173311784365,1.2478116854216357e-10,3,23916591.0,23924374.0,3p24.2,False,,249
ZNF771,51333,0.3636270265611885,1.2778557215305688e-10,16,30407143.0,30431108.0,16p11.2,False,,250
MRPL38,64978,0.363579332351903,1.285494903121884e-10,17,75898642.0,75905097.0,17q25.1,False,,251
CEP131,22994,0.3634268053261682,1.3102244063572856e-10,17,81189583.0,81223014.0,17q25.3,False,,252
MCRS1,10445,0.3633309446877033,1.3260025264583556e-10,12,49556544.0,49568150.0,12q13.12,False,,253
VARS1,7407,0.363085862562761,1.3671862544424045e-10,6,31777518.0,31795975.0,6p21.33,False,,254
CLTA,1211,0.36295080767310106,1.3904096632901263e-10,9,36190856.0,36304781.0,9p13.3,False,,255
PSMB6,5694,0.36279639176779055,1.4174323756107847e-10,17,4796144.0,4798503.0,17p13.2,False,,256
PFN1,5216,0.36255461518210574,1.4607717564698465e-10,17,4945652.0,4950517.0,17p13.2,False,,257
AARSD1,80755,0.3623633661250698,1.495963862570743e-10,17,42950424.0,42964498.0,17q21.31,False,,258
RNASEH2A,10535,0.36222500569615246,1.5219362592986145e-10,19,12806505.0,12813644.0,19p13.13,False,7.11466,259
TPGS1,91978,0.3621768392669731,1.531080295677086e-10,19,507488.0,520846.0,19p13.3,True,-5.184357,260
TADA3,10474,0.3613907111985767,1.6880914512958911e-10,3,9779964.0,9793011.0,3p25.3,False,,261
REXO1,57455,0.36132212125898544,1.7025102369620598e-10,19,1815248.0,1848493.0,19p13.3,True,-3.876597,262
SRM,6723,0.36106299059219915,1.7580722496103892e-10,1,11054584.0,11060078.0,1p36.22,False,,263
POLR3H,171568,0.36104410179644253,1.7621905401006242e-10,22,41525799.0,41544606.0,22q13.2,False,,264
SNRPA,6626,0.36080456825525375,1.815236015993912e-10,19,40750585.0,40765393.0,19q13.2,False,35.05874,265
RPL7A,6130,0.36048109762792147,1.8893387308576903e-10,9,133347950.0,133351435.0,9q34.2,False,,266
PSMB5,5693,0.36019115461305706,1.9582533952488693e-10,14,23016540.0,23035239.0,14q11.2,False,,267
RUVBL2,10856,0.3600362664878527,1.9960625730421198e-10,19,48993476.0,49017868.0,19q13.33,False,43.301631,268
AHCY,191,0.35997582234143155,2.0110090180295395e-10,20,34280263.0,34311802.0,20q11.22,False,,269
DMAC1,90871,0.3597345179756405,2.0717693148645796e-10,9,7796489.0,7888380.0,9p24.1,False,,270
MCAT,27349,0.35965471281356876,2.0922540023960353e-10,22,43130627.0,43143401.0,22q13.2,False,,271
IDI2,91734,0.35953760227987763,2.1226711454489865e-10,10,1018908.0,1025861.0,10p15.3,False,,272
C19ORF53,28974,0.35944646384035195,2.1466394748342686e-10,19,13774439.0,13778773.0,19p13.13,False,8.082594,273
HSD17B10,3028,0.35920563169445485,2.2112481910271203e-10,X,53431258.0,53434403.0,Xp11.22,False,,274
MON1A,84315,0.3591140210350352,2.2363176690256996e-10,3,49907160.0,49930173.0,3p21.31,False,,275
EEF1D,1936,0.35860449576950004,2.3808713204679017e-10,8,143579697.0,143599541.0,8q24.3,False,,276
CBS,875,0.3582824418018494,2.476879183201758e-10,21,43050900.0,43076943.0,21q22.3,False,,277
GCAT,23464,0.3582493864092754,2.4869436127056874e-10,22,37807872.0,37817386.0,22q13.1,False,,278
GRPEL1,80273,0.3581260189619898,2.5248575678490763e-10,4,7058643.0,7068145.0,4p16.1,False,,279
TXNL4A,10907,0.35802354724501007,2.5567761759137805e-10,18,79970691.0,80033949.0,18q23,False,,280
UCKL1,54963,0.35773938892384627,2.647352478097095e-10,20,63939811.0,63956500.0,20q13.33,False,,281
RPL8,6132,0.3575977229556715,2.693665893037138e-10,8,144789765.0,144793502.0,8q24.3,False,,282
SARS1,6301,0.3575920563169446,2.6955347089760637e-10,1,109213844.0,109239456.0,1p13.3,False,,283
MYG1,60314,0.3570778088524702,2.8704777841678855e-10,12,53299695.0,53307181.0,12q13.13,False,,284
PRKCSH,5589,0.3570740310933189,2.8718028889618686e-10,19,11422369.0,11450969.0,19p13.2,False,5.730524,285
TMEM115,11070,0.35706789223469804,2.873957451803577e-10,3,50352820.0,50359566.0,3p21.31,False,,286
CARS2,79587,0.3566613109060365,3.0202062235346644e-10,13,110641409.0,110713603.0,13q34,False,,287
GPR108,56927,0.35650925610019557,3.0767374977945896e-10,19,6729914.0,6737665.0,19p13.3,True,1.038069,288
TRIB3,57761,0.35645683969197095,3.096462187633918e-10,20,362835.0,398964.0,20p13,False,,289
GAPDH,2597,0.3564502286134561,3.098958692926741e-10,12,6534012.0,6538930.0,12p13.31,False,,290
C1QBP,708,0.35635861795403645,3.1337550430379624e-10,17,5432625.0,5448830.0,17p13.2,False,,291
STX10,8677,0.3554154767709131,3.5147841920961957e-10,19,13144058.0,13150383.0,19p13.13,False,7.452213,292
RPUSD3,285367,0.35512789485551843,3.639663973817442e-10,3,9831633.0,9844602.0,3p25.3,False,,293
EEF1B2,1933,0.35511054077441706,3.647336131964285e-10,2,206159575.0,206164806.0,2q33.3,False,,294
ZNHIT2,741,0.35505812436619233,3.6706046695099153e-10,11,65116403.0,65117701.0,11q13.1,False,,295
PRELID1P6,388955,0.35500287463860425,3.6952870247785516e-10,2,63622178.0,63622831.0,2p15,False,,296
LMAN2,10960,0.35499201358104415,3.7001580343748985e-10,5,177315805.0,177351840.0,5q35.3,False,,297
RPL3,6122,0.35476109805291933,3.8052079978938595e-10,22,39312870.0,39320389.0,22q13.1,False,,298
MIER2,54531,0.3545528490797024,3.902426076236191e-10,19,305573.0,344824.0,19p13.3,True,-5.386272,299
ARHGDIA,396,0.3545363213834154,3.9102442845392473e-10,17,81867719.0,81871378.0,17q25.3,False,,300
RPL17,6139,0.3545112937290379,3.9221122504956007e-10,18,49488346.0,49492564.0,18q21.1,False,,301
ATIC,471,0.35426526716430773,4.040654248575781e-10,2,215311956.0,215352251.0,2q35,False,,302
CUEDC2,79004,0.3541731842849941,4.0859109760544507e-10,10,102423239.0,102432718.0,10q24.32,False,,303
TRMU,55687,0.3538610469351158,4.2430116061319733e-10,22,46330875.0,46357344.0,22q13.31,False,,304
CYC1,1537,0.3533623827271407,4.506236539105498e-10,8,144095039.0,144097525.0,8q24.3,False,,305
SNAPC4,6621,0.35297894017328113,4.719357588660171e-10,9,136375567.0,136400226.0,9q34.3,False,,306
CISD3,284106,0.3523494710546913,5.090613790688757e-10,17,38730151.0,38735605.0,17q12,False,,307
ZMYND19,116225,0.35145414213582693,5.667907702171547e-10,9,137582066.0,137590520.0,9q34.3,False,,308
POLR2F,5435,0.3512808374347599,5.786769713037451e-10,22,37952607.0,38041932.0,22q13.1,False,,309
MRPS34,65993,0.35118249764185194,5.855288967435198e-10,16,1771889.0,1773487.0,16p13.3,False,,310
DTYMK,1841,0.3510961994562388,5.916066380092162e-10,2,241675738.0,241686981.0,2q37.3,False,,311
ATP5ME,521,0.35035198090342745,6.466241934014764e-10,4,672423.0,674400.0,4p16.3,False,,312
MRPL57,78988,0.3502071274509688,6.578955478950244e-10,13,21176325.0,21179142.0,13q12.11,False,,313
PTRH1,138428,0.34983855982376755,6.874412460592352e-10,9,127690102.0,127724885.0,9q34.11,False,,314
UCN,7349,0.34981412244425736,6.894451112441012e-10,2,27307400.0,27308445.0,2p23.3,False,,315
CTDNEP1,23399,0.3498018447270156,6.9045402247799e-10,17,7243583.0,7252841.0,17p13.1,False,,316
SENP3,26168,0.3496833175336427,7.00267871085402e-10,17,7561867.0,7571969.0,17p13.1,False,,317
NME2,4831,0.34945854086413874,7.192521088331644e-10,17,51163013.0,51184297.0,17q21.33,False,,318
POP7,10248,0.3494401242882761,7.208294895264217e-10,7,100695902.0,100708628.0,7q22.1,False,,319
RPS10,6204,0.3492276253360139,7.392746302572056e-10,6,34417447.0,34426237.0,6p21.31,False,,320
EIF3B,8662,0.34919881992248514,7.418099561514212e-10,7,2354080.0,2380747.0,7p22.3,False,,321
TOMM22,56993,0.3490108764047066,7.585602525367554e-10,22,38681924.0,38687684.0,22q13.1,False,,322
ERAL1,26284,0.34887263403076274,7.711146607619386e-10,17,28854983.0,28861067.0,17q11.2,False,,323
ATRIP,84126,0.3485872951598642,7.976683262428505e-10,3,48446710.0,48467645.0,3p21.31,False,,324
FKBP4,2288,0.3484267403959328,8.129974381394468e-10,12,2794290.0,2806410.0,12p13.33,False,,325
RNASEK,440400,0.34831718538054435,8.236209637807971e-10,17,7012412.0,7014535.0,17p13.1,False,,326
SNRPD1,6632,0.34780907677469086,8.74678872053637e-10,18,21612266.0,21633524.0,18q11.2,False,,327
CUTA,51596,0.34760224446115573,8.963306682653447e-10,6,33416442.0,33418381.0,6p21.32,False,,328
ENDOG,2021,0.3475068560425848,9.064905539357814e-10,9,128818451.0,128822683.0,9q34.11,False,,329
PDAP1,11333,0.3474062732051807,9.173247030218087e-10,7,99392048.0,99408831.0,7q22.1,False,,330
MTMR14,64419,0.3473496068179108,9.234836627250406e-10,3,9649307.0,9702394.0,3p25.3,False,,331
COMMD5,28991,0.34654211079931485,1.0157305871123961e-09,8,144837760.0,144854229.0,8q24.3,False,,332
NDUFAB1,4706,0.34644388906138035,1.027543291606897e-09,16,23580952.0,23596328.0,16p12.2,False,,333
NDUFB2,4708,0.34627247323988886,1.048478706594234e-09,7,140690777.0,140723923.0,7q34,False,,334
PFKL,5211,0.3461764945464505,1.0603808853221278e-09,21,44300017.0,44327377.0,21q22.3,False,,335
RPLP2,6181,0.3459938635024785,1.083391685954804e-09,11,799414.0,812891.0,11p15.5,False,,336
LRRC45,201255,0.34563167084384516,1.1304679276983838e-09,17,82023269.0,82031153.0,17q25.3,False,,337
CTU2,348180,0.344589009318079,1.2773352395074027e-09,16,88706470.0,88717853.0,16q24.3,False,,338
NARF,26502,0.34443282258816643,1.3008710816579854e-09,17,82458180.0,82490542.0,17q25.3,False,,339
SEC13,6396,0.3442598720520197,1.327423769675883e-09,3,10293131.0,10321207.0,3p25.3,False,,340
ZNF593,51042,0.3440067621888808,1.3672327381734986e-09,1,26169892.0,26170873.0,1p36.11,False,,341
EEF1A1,1915,0.34395387356076235,1.3756960513714689e-09,6,73489308.0,73525587.0,6q13,False,,342
FAAP20,199990,0.34347457036843776,1.4547471386251258e-09,1,2184411.0,2212720.0,1p36.33,False,,343
SURF2,6835,0.34339901518541127,1.4676036549480696e-09,9,133356520.0,133362917.0,9q34.2,False,,344
NICOL1,401115,0.34324837703925215,1.4935659273283298e-09,4,2040628.0,2043964.0,4p16.3,False,,345
CYB561D2,11068,0.34324696037957036,1.4938121876200188e-09,3,50350834.0,50358460.0,3p21.31,False,,346
ACD,65057,0.34248526969068416,1.6320799500187871e-09,16,67657512.0,67660810.0,16q22.1,False,,347
MRPL52,122704,0.34240027010977936,1.6482582169065542e-09,14,22829871.0,22836024.0,14q11.2,False,,348
LAMTOR4,389541,0.3423784299396857,1.6524401732539925e-09,7,100148888.0,100155945.0,7q22.1,False,,349
ZNF581,51545,0.3421169381734298,1.703316405016596e-09,19,55624664.0,55647294.0,19q13.42,False,49.932819,350
ATP5PO,539,0.34176891211161387,1.7733894946523256e-09,21,33901027.0,33915853.0,21q22.11,False,,351
TEDC2,80178,0.34164802381877146,1.7983773725713848e-09,16,2460085.0,2464963.0,16p13.3,False,,352
IMP4,92856,0.3415710519760632,1.81446509977359e-09,2,130342403.0,130348550.0,2q21.1,False,,353
LSM3,27258,0.34129952553706155,1.872337896771637e-09,3,14178749.0,14216186.0,3p25.1,False,,354
NDUFAF3,25915,0.34099399926569807,1.9395971798313185e-09,3,49020459.0,49027593.0,3p21.31,False,,355
PWP2,5822,0.34088633312988526,1.9638524847324288e-09,21,44107306.0,44131181.0,21q22.3,False,,356
RPS3A,6189,0.34079991688929867,1.983532989639222e-09,4,151099564.0,151104652.0,4q31.3,False,,357
CNOT10,25904,0.34073191722457474,1.999153545586041e-09,3,32685109.0,32773875.0,3p22.3,False,,358
KDM4B,23030,0.3406907160388306,2.008676017886825e-09,19,4969106.0,5153611.0,19p13.3,True,-0.722739,359
ZGLP1,100125288,0.3406880007744406,2.0093051150246825e-09,19,10304803.0,10309880.0,19p13.2,False,4.612958,360
WDR83OS,51398,0.3406785563765623,2.011494766556895e-09,19,12668065.0,12669467.0,19p13.13,False,6.97622,361
UBL5,59286,0.3397733108399257,2.2324615320112387e-09,19,9827887.0,9830369.0,19p13.2,False,4.136042,362
DUS1L,64118,0.3395428675316948,2.2923641841085574e-09,17,82057506.0,82066206.0,17q25.3,False,,363
RPS23,6228,0.33943567361577587,2.3207567146146944e-09,5,82186517.0,82278599.0,5q14.2,False,,364
WDR24,84219,0.3387910934605809,2.498810385024253e-09,16,684614.0,690444.0,16p13.3,False,,365
LAS1L,81887,0.3386026777229084,2.553310012024148e-09,X,65438549.0,65534818.0,Xq12,False,,366
GTPBP3,84705,0.33824898502236556,2.6587428310277788e-09,19,17334920.0,17342735.0,19p13.11,False,11.643075,367
SAP30,8819,0.3378206815785839,2.7920707915351433e-09,4,173369969.0,173380480.0,4q34.1,False,,368
REXO4,57109,0.33781312606028124,2.7944799506192212e-09,9,133406026.0,133418096.0,9q34.2,False,,369
NDUFS4,4724,0.3377744040289802,2.8068585327850876e-09,5,53560633.0,53683340.0,5q11.2,False,,370
PTOV1,53635,0.3377205709610738,2.824156075359053e-09,19,49850735.0,49860744.0,19q13.33,False,44.15889,371
TUSC2,11334,0.33770498770457447,2.8291825018197046e-09,3,50320027.0,50328251.0,3p21.31,False,,372
MRPS23,51649,0.3375921271499286,2.865845570168423e-09,17,57834781.0,57850076.0,17q22,False,,373
B3GAT3,26229,0.33748965543294895,2.8995321413638908e-09,11,62614993.0,62622180.0,11q12.3,False,,374
SSBP4,170463,0.3374234265928272,2.9215079550769483e-09,19,18418864.0,18434563.0,19p13.11,False,12.727019,375
ZFAS1,441951,0.33717610142338883,3.0050096942768884e-09,20,49277054.0,49299600.0,20q13.13,False,,376
RPL26,6154,0.33694093591621876,3.0865473926482655e-09,17,8377500.0,8384062.0,17p13.1,False,,377
UQCRQ,27089,0.33686006825938564,3.1150782485951506e-09,5,132866623.0,132868847.0,5q31.1,False,,378
TIMM29,90580,0.3366684650374293,3.1837010152685667e-09,19,10928716.0,10933535.0,19p13.2,False,5.236871,379
PUF60,22827,0.336574965498434,3.217717286642861e-09,8,143816344.0,143830709.0,8q24.3,False,,380
TUBGCP2,10844,0.33642007737322965,3.2748434964349315e-09,10,133278635.0,133318823.0,10q26.3,False,,381
SNF8,11267,0.33633070975830603,3.3082498787914646e-09,17,48928972.0,48944842.0,17q21.32,False,,382
L3MBTL2,83746,0.3358519968408489,3.492892742074505e-09,22,41205282.0,41231623.0,22q13.2,False,,383
RPL12,6136,0.33565697002466166,3.5709433846526898e-09,9,127447422.0,127452094.0,9q33.3,False,,384
DPCD,25911,0.33556819268460547,3.607029415115029e-09,10,101570560.0,101609667.0,10q24.32,False,,385
QARS1,5859,0.3355450539098036,3.6164926808307823e-09,3,49095932.0,49105130.0,3p21.31,False,,386
NDUFB9,4715,0.3352824996487864,3.725570198278152e-09,8,124539098.0,124580648.0,8q24.13,False,,387
NLE1,54475,0.3351186393455977,3.795252975589334e-09,17,35125556.0,35142313.0,17q12,False,,388
COX7C,1350,0.3348957515556694,3.8920665961438295e-09,5,86617884.0,86621645.0,5q14.3,False,,389
RABEPK,10244,0.3348480573463839,3.9130915086306936e-09,9,125189186.0,125234161.0,9q33.3,False,,390
QPCTL,54814,0.33479339789366314,3.93732214188856e-09,19,45692403.0,45703989.0,19q13.32,False,40.000558,391
AURKAIP1,54998,0.33475880778643385,3.95273099175171e-09,1,1373710.0,1375521.0,1p36.33,False,,392
PYCR1,5831,0.33447642028987223,4.0807291878398635e-09,17,81932378.0,81942412.0,17q25.3,False,,393
RPS2,6187,0.3342936711909268,4.165693433548771e-09,16,1961987.0,1965510.0,16p13.3,False,,394
MRPL45,84311,0.3341165887307084,4.249655687643425e-09,17,38297023.0,38324140.0,17q12,False,,395
ABHD14A,25864,0.3337926458834821,4.407510179304455e-09,3,51971426.0,51982398.0,3p21.2,False,,396
HINT1,3094,0.33377895150655856,4.414306883395222e-09,5,131155383.0,131224468.0,5q23.3,False,,397
HACL1,26061,0.3333917311935476,4.610744761760732e-09,3,15554790.0,15601883.0,3p25.1,False,,398
COX7A2,1347,0.33333943284029643,4.637915992028469e-09,6,75237675.0,75250323.0,6q14.1,False,,399
HAGHL,84264,0.33326753736144776,4.675521909875692e-09,16,726494.0,735525.0,16p13.3,False,,400
SLC25A6,293,0.333198593256936,4.711861225414861e-09,Y,1350030.0,1392929.0,Yp11.2,False,,401
YIPF2,78992,0.3326253183057223,5.0248006640070816e-09,19,10918919.0,10928704.0,19p13.2,False,5.227074,402
CHCHD6,84303,0.3326163461277378,5.0298548120425985e-09,3,126704203.0,126960420.0,3q21.3,False,,403
TPRN,286262,0.33231648649510126,5.20162901090336e-09,9,137191617.0,137204193.0,9q34.3,False,,404
NSUN5,55695,0.3321819038253353,5.280557916679374e-09,7,73302516.0,73308867.0,7q11.23,False,,405
NDUFAF2,91942,0.3320978486842183,5.330440624070277e-09,5,60945117.0,61154531.0,5q12.1,False,,406
CKS2,1164,0.3320959598046427,5.3315668068252925e-09,9,89311155.0,89316715.0,9q22.2,False,,407
RNASEH2C,84153,0.3317498226224024,5.54187450286057e-09,11,65713901.0,65720988.0,11q13.1,False,,408
MYL6B,140465,0.3316223232510451,5.62134658216535e-09,12,56151966.0,56159647.0,12q13.2,False,,409
RPLP0,6175,0.3315193793141714,5.68631664456371e-09,12,120196698.0,120201235.0,12q24.23,False,,410
PRPF6,24148,0.33144618523061453,5.7329523716743825e-09,20,63979671.0,64033984.0,20q13.33,False,,411
TSFM,10102,0.33132388027809034,5.811706370827332e-09,12,57782731.0,57828655.0,12q14.1,False,,412
TSR3,115939,0.33111752018444907,5.946964157827714e-09,16,1349236.0,1351898.0,16p13.3,False,,413
EIF4A1,1973,0.3305196897987517,6.356229260472706e-09,17,7572718.0,7579007.0,17p13.1,False,,414
DDX56,54606,0.3302330523231448,6.561996719414805e-09,7,44565416.0,44575388.0,7p13,False,,415
TRABD,80305,0.3300068589939591,6.7289088709753764e-09,22,50184717.0,50199600.0,22q13.33,False,,416
COPS9,150678,0.3298269432143772,6.864597978990537e-09,2,240126563.0,240136807.0,2q37.3,False,,417
CDCA5,113130,0.32965269407352227,6.998534792090944e-09,11,65066299.0,65084164.0,11q13.1,False,,418
AIMP2,7965,0.3295993332255098,7.040053914559781e-09,7,6009226.0,6024655.0,7p22.1,False,,419
ACSF3,197322,0.32938825093292945,7.206641393328616e-09,16,89088375.0,89164121.0,16q24.3,False,,420
MRPL28,10573,0.32930939021064554,7.269852080528147e-09,16,365449.0,371289.0,16p13.3,False,,421
HSPD1,3329,0.32899642647595284,7.526037209684575e-09,2,197485928.0,197516737.0,2q33.1,False,,422
ZNF358,140467,0.32885889243184985,7.641361872595615e-09,19,7515292.0,7521027.0,19p13.2,False,1.823447,423
ZNRD2,10534,0.32880600380373126,7.686163429044367e-09,11,65570459.0,65574203.0,11q13.1,False,,424
GPI,2821,0.32876539289285445,7.720736979994449e-09,19,34359480.0,34402413.0,19q13.11,False,28.667635,425
ASMTL,8623,0.3282738119832881,8.1513549104124e-09,Y,1403126.0,1453786.0,Yp11.2,False,,426
LRPAP1,4043,0.32759617643551897,8.783215213062051e-09,4,3503612.0,3532446.0,4p16.3,False,,427
TOMM5,401505,0.3274290105930727,8.946227194463653e-09,9,37582646.0,37592619.0,9p13.2,False,,428
MIIP,60672,0.3270819289710447,9.29408072068138e-09,1,12019466.0,12032048.0,1p36.22,False,,429
RPL38,6169,0.3268454648591663,9.538523961111358e-09,17,74202841.0,74212852.0,17q25.1,False,,430
MRPS17,51373,0.3267433473071071,9.645998983077372e-09,7,55950705.0,55956500.0,7p11.2,False,,431
NUDT16L1,84309,0.3266172645954315,9.780312670594483e-09,16,4693562.0,4695861.0,16p13.3,False,,432
CHLSN,84310,0.32638209908826143,1.00356784211444e-08,7,979163.0,1138313.0,7p22.3,False,,433
NUBP2,10101,0.3263443214967482,1.0077297512357442e-08,16,1782932.0,1789189.0,16p13.3,False,,434
COPRS,55352,0.3261563779789697,1.0286845371716632e-08,17,31851871.0,31859291.0,17q11.2,False,,435
SAC3D1,29901,0.32545371477682294,1.110824038459201e-08,11,65040897.0,65047320.0,11q13.1,False,,436
WRAP53,55135,0.3252936322327855,1.1304054595770633e-08,17,7686071.0,7703505.0,17p13.1,False,,437
PWWP3A,84939,0.32509093184332216,1.1556791326817968e-08,19,1354293.0,1378434.0,19p13.3,True,-4.337552,438
SLC25A1,6576,0.3249125507783954,1.1783717345012547e-08,22,19175573.0,19178863.0,22q11.21,False,,439
PIAS4,51588,0.3248695787680491,1.1839024285114123e-08,19,4007690.0,4039386.0,19p13.3,True,-1.684155,440
COXFA4,4697,0.32463582992056084,1.2144292510839e-08,7,10931118.0,10940531.0,7p21.3,False,,441
HSF1,3297,0.3240842770844672,1.2895062994155042e-08,8,144291521.0,144314729.0,8q24.3,False,,442
ATF4,468,0.32384863935740316,1.3229314258468196e-08,22,39519695.0,39522690.0,22q13.1,False,,443
SLC4A2,6522,0.3237708411298805,1.334149815869648e-08,7,151057210.0,151076527.0,7q36.1,False,,444
FIBP,9158,0.32359871697854825,1.3592975557911055e-08,11,65883740.0,65888532.0,11q13.1,False,,445
NFKBIL1,4795,0.3235705018398868,1.3634633175749741e-08,6,31546870.0,31558829.0,6p21.33,False,,446
RPS29,6235,0.3234250581125607,1.3851335206790174e-08,14,49500452.0,49599164.0,14q21.3,False,,447
EMC6,83460,0.32336839172529075,1.3936662451467554e-08,17,3668794.0,3672835.0,17p13.2,False,,448
WDR4,10785,0.32325257979630795,1.4112632849145503e-08,21,42843013.0,42879583.0,21q22.3,False,,449
RPUSD1,113000,0.32315258723377127,1.4266292188849823e-08,16,784974.0,788406.0,16p13.3,False,,450
RANBP1,5902,0.3231332262181207,1.4296230672644853e-08,22,20115877.0,20128037.0,22q11.21,False,,451
MAZ,4150,0.3229004218104202,1.4661011000774708e-08,16,29805637.0,29811176.0,16p11.2,False,,452
SMIM20,389203,0.3228310054860146,1.4771508927684463e-08,4,25861830.0,25931807.0,4p15.2,False,,453
